,country,variable,percentile,year,value,age,pop,p_start,p_end
28820,IN,sptincj999,p99.4p100,2024,0.1858,999,j,0.0043,0.0044
28903,IN,sptincj999,p99.4p99.5,2024,0.0123,999,j,0.0044,0.01
28986,IN,sptincj999,p99.5p100,2024,0.1735,999,j,0.0044,0.0045000000000000005
29069,IN,sptincj999,p99.5p99.6,2024,0.0139,999,j,0.0045000000000000005,0.01
29152,IN,sptincj999,p99.6p100,2024,0.1595,999,j,0.0045000000000000005,0.0046
29235,IN,sptincj999,p99.6p99.7,2024,0.0161,999,j,0.0046,0.01
29318,IN,sptincj999,p99.7p100,2024,0.1434,999,j,0.004699999999999999,0.01
29401,IN,sptincj999,p99.7p99.8,2024,0.0199,999,j,0.004699999999999999,0.0048
29484,IN,sptincj999,p99.8p100,2024,0.1235,999,j,0.0048,0.01
29567,IN,sptincj999,p99.8p99.9,2024,0.0278,999,j,0.0048,0.0049
29650,IN,sptincj999,p99.91p100,2024,0.0921,999,j,0.0049,0.01
29733,IN,sptincj999,p99.91p99.92,2024,0.0038,999,j,0.0049,0.005
29816,IN,sptincj999,p99.92p100,2024,0.0883,999,j,0.0004,0.01
29899,IN,sptincj999,p99.92p99.93,2024,0.0041,999,j,0.005,0.01
29982,IN,sptincj999,p99.93p100,2024,0.0842,999,j,0.005,0.0051
30065,IN,sptincj999,p99.93p99.94,2024,0.0045,999,j,0.005,0.006
30148,IN,sptincj999,p99.94p100,2024,0.0798,999,j,0.005,0.009000000000000001
30231,IN,sptincj999,p99.94p99.95,2024,0.0049,999,j,0.0051,0.01
30314,IN,sptincj999,p99.95p100,2024,0.0749,999,j,0.0051,0.0052
30397,IN,sptincj999,p99.95p99.96,2024,0.0056,999,j,0.0052,0.0053
30480,IN,sptincj999,p99.96p100,2024,0.0693,999,j,0.0053,0.01
30563,IN,sptincj999,p99.96p99.97,2024,0.0065,999,j,0.0053,0.0054
30646,IN,sptincj999,p99.97p100,2024,0.0628,999,j,0.0054,0.01
30729,IN,sptincj999,p99.97p99.98,2024,0.008,999,j,0.0054,0.0055000000000000005
30812,IN,sptincj999,p99.98p100,2024,0.0548,999,j,0.0055000000000000005,0.01
30895,IN,sptincj999,p99.98p99.99,2024,0.0114,999,j,0.0055000000000000005,0.005600000000000001
30978,IN,sptincj999,p99.991p100,2024,0.0419,999,j,0.005600000000000001,0.005699999999999999
31061,IN,sptincj999,p99.991p99.992,2024,0.0016,999,j,0.005699999999999999,0.01
31144,IN,sptincj999,p99.997p99.998,2024,0.0035,999,j,0.005699999999999999,0.0058
31227,IN,sptincj999,p99.998p100,2024,0.0257,999,j,0.0058,0.01
31310,IN,sptincj999,p99.998p99.999,2024,0.005,999,j,0.0058,0.0059
31393,IN,sptincj999,p99.999p100,2024,0.0207,999,j,0.0059,0.01
31476,IN,sptincj999,p99.99p100,2024,0.0434,999,j,0.0005,0.01
31559,IN,sptincj999,p99.99p99.991,2024,0.0015,999,j,0.0005,0.0006
31642,IN,sptincj999,p99.9p100,2024,0.0958,999,j,0.006,0.01
31725,IN,sptincj999,p99.9p99.91,2024,0.0036,999,j,0.006,0.0060999999999999995
31808,IN,sptincj999,p99p100,2024,0.226,999,j,0.006,0.006999999999999999
31891,IN,sptincj999,p99p99.1,2024,0.0091,999,j,0.0060999999999999995,0.01
31974,IN,sptincj999,p9p10,2024,0.0022,999,j,0.0060999999999999995,0.0062
32057,IN,sptincj999,p9p100,2024,0.9857,999,j,0.0062,0.0063
32140,IN,sptincj999,p1p100,2024,0.9992,999,j,0.0063,0.01
